Title,COTS Type,Status,Created,Last Updated,Date Certified,Certification Expiration,Days to Certify,Urgency,Testing Entity,Functionality,URL to EPL
Java Developer Kit v8.x,Desktop Application,(9) VOID,10/18/2024,8/17/2026,,,,1 - Hot,Sponsor,Its the platform that enables all other Java based applications to work.  The Java Developer Kit provides the tools needed for Eclipse and all Java development.  All Java development relies on this software.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6507
Oil Analysis Program External (OAPEx) v2.x,Desktop Application,(.23) SA Testing,8/4/2026,8/17/2026,,,,3 - Normal,HQ CCC,Oil Analysis Program External (OAPEx) Revision 2.8, is used for analyzing of wear metals in the oil from an aircraft engine.  OAPEx was developed as a government off-the-shelf (GOTS) software application.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6905
Tableau Desktop v26.x,Desktop Application,(.2) SA Assigned,4/10/2026,8/17/2026,,,,2 - High,Sponsor,Tableau is a collaborative data visualization software for organizations working with business information analytics. Organizations use Tableau to visualize data and reveal patterns for analysis in business intelligence, making the data more understandable.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6838
Tableau Prep Builder v26.x,Desktop Application,(.2) SA Assigned,4/9/2026,8/17/2026,,,,2 - High,Sponsor,Tableau is a collaborative data visualization software for organizations working with business information analytics. Organizations use Tableau to visualize data and reveal patterns for analysis in business intelligence, making the data more understandable.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6837
Encryption Wizard (EW) Unified Edition v4.x,Desktop Application,(.5) Back to Sponsor,3/31/2026,8/17/2026,,,,2 - High,Sponsor,EW is a file and folder encryption software application for protection of sensitive information, such as PII, CUI, and Privacy Act data. EW does not implement any "homegrown" cryptography, but uses the NSA-approved AES algorithm. Specifically, EW-Unified is FIPS 140 validated, and may be downloaded and used by both the public and government. It uses a third-party cryptography module with no distribution restrictions.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6836
Cyber Workspace v1.x,Desktop Application,(.5) Back to Sponsor,7/29/2026,8/17/2026,,,,2 - High,Sponsor,"Cyber Workspace is an assessment tracker that allows for multiple projects to be managed based off of 
various standards and/or frameworks all in one locally hosted application. It has the ability to process a 
variety of file formats, including Nessus scan results, benchmark results, and Defense Information 
Systems Agency (DISA) checklists. The application is used to create and manage system trees, Security Technical Implementation Guide (STIG) allocation plans, and manage Risk Management Framework (RMF) control applicability and risk assessor analysis and recommendations.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6902
Ansys License Manager v2025 r1,Server Application,(.5) Back to Sponsor,7/3/2025,8/17/2026,,,,3 - Normal,Sponsor,Ansys License Server provides floating licenses of Ansys products to multiple users on a first-come, first-served basis.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6693
Plant Simulation v2606.x,Desktop Application,(.5) Back to Sponsor,8/11/2026,8/17/2026,,,,2 - High,Sponsor,- Used to model, simulate, visualize and analyze production systems and logistics processes to optimize material flow and resource utilization of any sized facility.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6909
ANSYS nCode v2026r1,Desktop Application,(.2) SA Assigned,8/7/2026,8/17/2026,,,,2 - High,Sponsor,ANSYS nCode provides a comprehensive diagnostic fatigue process to predict a product’s operational lifetime.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6907
Teamcenter Lifecycle Visualization v2606.x,Desktop Application,(.5) Back to Sponsor,8/7/2026,8/17/2026,,,,2 - High,Sponsor,This software allows teams to visualize, analyze, and collaborate on 3D product data using the lightweight JT format. It creates digital mockups for spatial analysis and VR reviews, helping to identify design issues early. This reduces the need for physical prototypes, improves quality, and accelerates time-to-market.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6906
IDEAL vre1,Desktop Application,(.5) Back to Sponsor,7/29/2026,8/17/2026,,,,2 - High,Sponsor,This application leverages the baseline, DAF EPL approved Microsoft Access platform to deliver a customised Electrical Loads Analysis tool. It provides specialized relational database capabilities such as complex cross-table queries, provides power analysis, and automated validation rules that cannot be securely or efficiently replicated by other standard desktop office products on the EPL. It meets a unique mission requirement while requiring no new software procurement.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6903
NX v2606.x,Desktop Application,(.5) Back to Sponsor,6/12/2026,8/17/2026,,,,2 - High,Sponsor,"Siemens NX software is an integrated product design, engineering and manufacturing solution for:
Automation Designer, Automotive, Diagramming, Drafting, Fixture Planner, Line Designer,
Manufacturing, Mechatronics, NX Nastran, Programming Tools, Ship Building, Simulation, Studio,
Render, Tooling Design, Translators, Routing, and Validation for use with the A-10 Teamcenter environment.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6894
Process Simulate v2408.x,Desktop Application,(.5) Back to Sponsor,4/30/2025,8/17/2026,,,,2 - High,Sponsor,"Plan, simulate and validate human tasks, robotics processes and automation during the entire product development lifecycle from concept, engineering and commissioning to production and continuous improvement.
THIS WILL NOT BE INSTALLED ON THE HEDC.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6640
Keysight EW Threat Simulation View v7.x,Desktop Application,(.5) Back to Sponsor,5/12/2026,8/14/2026,,,,3 - Normal,HQ CCC,The software will be used to create Models that will be used on threat simulators for mission data validation.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6872
Contingency Quarters Management Accountability Platform (CQMAP) v1.x,Desktop Application,(.5) Back to Sponsor,4/27/2026,8/14/2026,,,,3 - Normal,HQ CCC,"Contingency Quarters Management and Accountability Platform (CQMAP) Electron Desktop Version 1.0
this request is for A standalone off line application that syncs with the AWS server when it comes on line.
CQMAP is a software platform for managing the lodging of personnel in both bare base and established
bases. it allows lodging Airmen to manage reservation and track guest quarters as we ll as provide a platform for personnel accountability.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6853
WARHAWK vpi-25.b.01,Desktop Application,(.5) Back to Sponsor,5/5/2026,8/14/2026,,,,3 - Normal,Sponsor,"WARHAWK is an enterprise software solution for battlefield data communications, targeting, and
battlespace awareness to support Tactical Air Control Party (TACP) and Air Support Operations Center
(ASOC) digitally-aided Command and Control (C2) and Close Air Support (CAS) operations.
WARHAWK directly enhances battlefield Situational Awareness through tactical data link integration.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6864
ProPricer Goverment Edition v9.x,Desktop Application,(.65) Final Review,4/23/2026,8/13/2026,,,,3 - Normal,HQ CCC,"Seamlessly receive contractor cost proposal data, Review rates and perform cost data analysis, Create
most probable cost and negotiation positions, Perform sophisticated project “what-if” analysis. Prepare
canned or custom briefing reports. This is also on the DAF EPL just a update version.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6846
Monarch Data Prep Studio v2025.x,Desktop Application,(.2) SA Assigned,6/2/2026,8/13/2026,,,,3 - Normal,HQ CCC,- Self-service data preparation and analysis product for processing a wide variety of structured and semistructured data sources. Unique functionalities with associated patents are parsing data from reports (including mainframe/midrange systems) in text and PDF format and non-tabular Excel files.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6888
Merlin 2025 v1.x,Desktop Application,(.24) SA In-Review,6/17/2026,8/13/2026,,,,3 - Normal,HQ CCC,BLUF: Merlin is an AI companion for MACE EW software that enables natural language operation and automated data ingestion, simplifying scenario creation.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6896
ANSYS Structures and Discovery v2025 r2,Desktop Application,(.23) SA Testing,8/27/2025,8/13/2026,,,,3 - Normal,Sponsor,"ANSYS performs a Finite Element Analysis for models of F-16 AC to determine structural integrity of
components and environmental qualifications.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6742
Acumen Suite v8.x,Desktop Application,(.23) SA Testing,5/5/2026,8/12/2026,,,,3 - Normal,HQ CCC,"Deltek Acumen Suite is comprised of Fuse, 360, and Risk modules.
The Fuse module allows schedulers to perform advanced analysis on Open Plan Professional schedules
developed by OEM vendors who do not use Microsoft Project.
The 360 module allows schedulers to generate reliable schedule scenarios in real-time to identify
acceleration opportunities and select the best path for an earlier project completion.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6865
RapidAuthor for Teamcenter v2512.x,Desktop Application,(.2) SA Assigned,8/7/2026,8/11/2026,,,,2 - High,Sponsor,- At its core, RapidAuthor is a translation tool for technical data. It directly imports 3D computer design files (CAD) of our aircraft and equipment and converts them into lightweight, interactive 3D visual step-by-step guides, training modules, or spare-parts catalogs.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6908
Minitab Statistical Software v22.x,Desktop Application,(9) VOID,5/21/2026,8/11/2026,,,,3 - Normal,HQ CCC,Minitab is a statistics/statistical analysis package with a focus on quality improvement and statistics education. This technology is often used in conjunction with the implementation of Six Sigma, Capability Maturity Model Integration (CMMI) and other statistics-based process improvement methods.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6882
SketchUp Import v3.x,Desktop Application,(.65) Final Review,6/1/2026,8/11/2026,,,,3 - Normal,HQ CCC,"This software will support the Dover AFB Installation Development Plan (IDP). The IDP is a
comprehensive, living document that serves as the primary guidance for all facility programming and
development decisions over the next 20-30 years. It is designed to implement the installation's strategic
vision and assist DAFB in meeting USAF goals for mission capability, sustainability, readiness, and
modernization. The software will allow real time manipulation to meet changing mission needs.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6887
HP Scan - Basic Software and Driver v63.x,Desktop Application,(9) VOID,6/10/2026,8/7/2026,,,,3 - Normal,HQ CCC,This software is required to operate Our HP ScanJet Pro 3000 s4 scanners. There are no alternative means of operation our devices.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6893
eTOLD by Teledyne (E-4B) v2.x,Mobile Application,(.5) Back to Sponsor,7/23/2025,8/7/2026,,,,2 - High,Sponsor,Teledyne eTOLD provides worldwide aircraft performance data for flight crews.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6713
Data Preparation System (DaPS) v3.x,Desktop Application,(.5) Back to Sponsor,12/30/2025,8/7/2026,,,,2 - High,Sponsor,   DaPS integrates with the Joint Mission Planning System (JMPS) to plan AGM-184 Joint Strike Missile (JSM) missions. It also supports creation of the JSM Theater Data Set and map files.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6781
CSPortal (CTS) v22.x,Desktop Application,(.5) Back to Sponsor,6/1/2026,8/7/2026,,,,2 - High,HQ CCC,"CS Portal is an enterprise application that provides BTS operation workflow controls and allow the
management of performance / SLA, Fund cite budgets, contract price agreements, cost estimates, work
orders and, ad-hoc business intelligence reporting. It also facilitates contract surveillance through its
reporting functions.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6886
Materialise Magics v30.x,Desktop Application,(.65) Final Review,12/2/2025,8/6/2026,,,,3 - Normal,HQ CCC,3D data and build preparation software for 3D printing.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6763
Autodesk Inventor 2026 v30.x,Desktop Application,(9) VOID,6/4/2026,8/6/2026,,,,3 - Normal,HQ CCC,Autodesk Inventor is professional 3D CAD software used to design, simulate, and document mechanical products. Its core function is to let engineers create a complete digital prototype of a part or assembly before anything is physically manufactured.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6892
Ansys STK Enterprise v13.x,Desktop Application,(9) VOID,5/19/2026,8/6/2026,,,,3 - Normal,HQ CCC,STK is a physics-based modeling, simulation and analysis tool with an integrated 4D (X,Y,Z,Time) interactive globe.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6879
TCMax v9.x,Desktop Application,(.65) Final Review,5/11/2026,8/4/2026,,,,3 - Normal,HQ CCC,"The AF enterprise Tool Accountability System is TCMax" - AFI21-101 16JAN2020,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6870
PowerShell v7.x,Desktop Application,(.24) SA In-Review,7/29/2026,8/4/2026,,,,2 - High,HQ CCC,PowerShell 7.6 is a modern, cross-platform task automation and configuration management framework built on modern .NET that runs natively across Windows, macOS, and Linux. It delivers a faster, cleaner scripting experience by introducing high-performance features like parallel execution, modern coding operators, and advanced predictive IntelliSense.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6904
Framework Manager v12.x,Desktop Application,(.23) SA Testing,4/1/2025,8/3/2026,,,,2 - High,Sponsor,IBM Cognos Framework Manager is a metadata modeling tool that creates and manages metadata for reporting functions in IBM Cognos software.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6601
AnyLogic Professional v8.x,Desktop Application,(8) Completed,5/14/2025,8/3/2026,7/2/2026,10/31/2027,413,3 - Normal,HQ CCC,AnyLogic is a general purpose simulation software which can be used in a wide range of application areas.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6649
JT2Go v2606.x,Desktop Application,(8) Completed,7/27/2026,7/31/2026,7/31/2026,6/30/2027,3,2 - High,Sponsor,JT2Go is used for viewing 3D models files. It allows users to see the 3D product structure,PMI, model views, CAE results and cross sectioning.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6900
Capital Client v2408,Desktop Application,(8) Completed,7/24/2024,7/31/2026,7/30/2026,12/31/2027,735,2 - High,Sponsor,Capital is an advanced software suite for the electrical system and wire harness domain. Used by leading automotive, aerospace, and other harness makers, Capital is built to support the complex demands of integrated processes from initial vehicle definition through design, manufacture and service.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6439
TOAP Publish Builder v1.x,Desktop Application,(8) Completed,7/29/2026,7/31/2026,7/30/2026,7/30/2029,0,2 - High,Sponsor,"The Technical Order Authorizing and Publishing (TOAP) Publisher Builder produces the completed
Integrated Data Maintenance (IDM) package and its metadata file. It takes the file(s) and reads the
metadata and packs it into a single .idm file.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6901
Microsoft Purview Information Protection Client v3.x,Desktop Application,(9) VOID,12/3/2025,7/30/2026,,,,3 - Normal,HQ CCC,"The Microsoft Purview Information Protection client extends sensitivity labels beyond labels that are built into Microsoft 365 apps and services, and supports a wider range of file types.

Allows users to apply sensitivity labels by using: File Explorer, PowerShell, The information protection scanner.",https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6764
Page Functions API v3.x,Desktop Application,(8) Completed,7/20/2026,7/24/2026,7/24/2026,7/24/2029,3,2 - High,Sponsor,Page Functions API is an Adobe Acrobat plugin that provides automated modification of PDF documents to update style, format, and metadata to comply with Air Force specifications and fulfill print and distribution requirements.,https://usaf.dps.mil/teams/EAO/_layouts/15/listform.aspx?PageType=4&ListId=%7B9C151A07%2D4BC4%2D4D70%2DB7FE%2D4D48FE9EF379%7D&ContentTypeID=0x010059C54D8C98C8EA4D960B2CD33D065B18&ID=6898
